query	config	error	httprequests	firstresult	lastresult	termination	diefficiency	restarts
interactive discover 3.3	cardinality once void simple	true	0			0		0
interactive discover 3.3	cardinality once void	false	237	12.564	12.571	12.571	7.001	0
interactive discover 3.3	cardinality once	true	0			0		0
interactive discover 3.3	cardinality unlimited void simple	true	0			0		0
interactive discover 3.3	cardinality unlimited void	false	237	20.141	20.147	20.147	10.534	0
interactive discover 3.3	cardinality unlimited	true	0			0		0
interactive discover 3.3	overhead simple	true	0			0		0
interactive discover 3.3	overhead	true	0			0		0
interactive discover 3.3	timeout 100 void simple	true	0			0		0
interactive discover 3.3	timeout 100 void	true	0			0		0
interactive discover 3.3	timeout 100	false	237	10.498	10.505	10.506	6.061	0
interactive discover 3.3	timeout 1000 void simple	true	0			0		0
interactive discover 3.3	timeout 1000 void	false	237	10.617	10.636	10.636	7.349	0
interactive discover 3.3	timeout 1000	true	0			0		0
interactive discover 3.3	timeout 10000 void simple	true	0			0		0
interactive discover 3.3	timeout 10000 void	false	237	48.177	48.195	48.196	25.567	0
interactive discover 3.3	timeout 10000	true	0			0		0
interactive discover 3.3	timeout 2000 void simple	true	0			0		0
interactive discover 3.3	timeout 2000 void	false	237	11.332	11.351	11.352	7.254	0
interactive discover 3.3	timeout 2000	true	0			0		0
interactive discover 3.3	timeout 20000 void simple	true	0			0		0
interactive discover 3.3	timeout 20000 void	false	237	19.461	42.763	42.763	45.991	0
interactive discover 3.3	timeout 20000	true	0			0		0
interactive discover 3.3	timeout 5000 void simple	true	0			0		0
interactive discover 3.3	timeout 5000 void	false	237	13.942	13.949	13.949	7.521	0
interactive discover 3.3	timeout 5000	true	0			0		0
interactive discover 3.4	baseline	false	197	87.442	87.445	87.446	43.947	0
interactive discover 3.4	cardinality once void simple	false	197	8.678	8.688	8.688	5.109	0
interactive discover 3.4	cardinality once void	false	197	11.641	11.656	11.656	6.268	0
interactive discover 3.4	cardinality once	false	197	29.022	29.053	29.06	15.974	0
interactive discover 3.4	cardinality unlimited void simple	false	197	9.123	9.134	9.135	5.01	0
interactive discover 3.4	cardinality unlimited void	false	197	7.367	7.37	7.371	3.89	0
interactive discover 3.4	cardinality unlimited	false	197	8.104	8.11	8.11	4.59	0
interactive discover 3.4	overhead simple	true	0			0		0
interactive discover 3.4	overhead	true	0			0		0
interactive discover 3.4	timeout 100 void simple	true	0			0		0
interactive discover 3.4	timeout 100 void	false	197	7.55	7.553	7.553	4.055	0
interactive discover 3.4	timeout 100	false	197	62.476	62.483	62.483	31.685	0
interactive discover 3.4	timeout 1000 void simple	false	197	8.992	8.998	8.998	4.902	0
interactive discover 3.4	timeout 1000 void	false	197	7.754	7.763	7.773	4.31	0
interactive discover 3.4	timeout 1000	false	197	8.866	8.88	8.88	5.032	0
interactive discover 3.4	timeout 10000 void simple	false	197	16.068	16.079	16.08	8.686	0
interactive discover 3.4	timeout 10000 void	false	197	17.409	27.677	27.68	250.244	0
interactive discover 3.4	timeout 10000	false	197	15.316	15.321	15.322	8.109	0
interactive discover 3.4	timeout 2000 void simple	false	197	10.235	10.239	10.242	5.548	0
interactive discover 3.4	timeout 2000 void	false	197	8.664	8.678	8.679	4.766	0
interactive discover 3.4	timeout 2000	false	197	9.249	9.256	9.256	5.17	0
interactive discover 3.4	timeout 20000 void simple	false	197	26.836	26.839	26.841	13.729	0
interactive discover 3.4	timeout 20000 void	false	197	37.391	37.403	37.403	19.552	0
interactive discover 3.4	timeout 20000	false	197	25.398	25.403	25.403	13.177	0
interactive discover 3.4	timeout 5000 void simple	false	197	11.013	11.017	11.017	5.819	0
interactive discover 3.4	timeout 5000 void	false	197	11.952	11.968	11.968	6.841	0
interactive discover 3.4	timeout 5000	false	197	19.759	19.764	19.765	10.168	0
interactive discover 4.0	baseline	false	68	76.75	76.75	76.751	38.375	0
interactive discover 4.0	cardinality once void simple	false	68	81.872	81.872	81.872	40.936	0
interactive discover 4.0	cardinality once void	false	68	8.516	8.516	8.516	4.258	0
interactive discover 4.0	cardinality once	false	68	11.964	11.964	11.964	5.982	0
interactive discover 4.0	cardinality unlimited void simple	false	68	6.723	6.724	6.724	3.365	0
interactive discover 4.0	cardinality unlimited void	false	68	4.209	4.21	4.21	2.106	0
interactive discover 4.0	cardinality unlimited	false	68	2.116	2.116	2.116	1.058	0
interactive discover 4.0	overhead simple	false	68	85.233	85.233	85.233	42.617	0
interactive discover 4.0	overhead	false	68	85.734	85.734	85.735	42.867	0
interactive discover 4.0	timeout 100 void simple	false	68	8.311	8.311	8.312	4.155	0
interactive discover 4.0	timeout 100 void	false	68	7.438	7.438	7.438	3.719	0
interactive discover 4.0	timeout 100	false	68	9.827	9.828	9.828	4.918	0
interactive discover 4.0	timeout 1000 void simple	false	68	7.996	7.996	7.999	3.998	0
interactive discover 4.0	timeout 1000 void	false	68	7.673	7.673	7.674	3.837	0
interactive discover 4.0	timeout 1000	false	68	7.933	7.933	7.934	3.966	0
interactive discover 4.0	timeout 10000 void simple	false	68	17.401	17.401	17.402	8.7	0
interactive discover 4.0	timeout 10000 void	false	68	17.747	17.747	32.37	8.873	0
interactive discover 4.0	timeout 10000	false	68	17.441	17.441	17.441	8.72	0
interactive discover 4.0	timeout 2000 void simple	false	68	9.709	9.709	9.71	4.854	0
interactive discover 4.0	timeout 2000 void	false	68	9.795	9.795	9.796	4.897	0
interactive discover 4.0	timeout 2000	false	68	9.66	9.66	9.66	4.83	0
interactive discover 4.0	timeout 20000 void simple	false	68	27.058	27.059	27.059	13.533	0
interactive discover 4.0	timeout 20000 void	false	68	45.523	45.523	45.523	22.762	0
interactive discover 4.0	timeout 20000	false	68	28.365	28.365	28.365	14.182	0
interactive discover 4.0	timeout 5000 void simple	false	68	13.57	13.57	13.57	6.785	0
interactive discover 4.0	timeout 5000 void	false	68	13.438	13.438	13.438	6.719	0
interactive discover 4.0	timeout 5000	false	68	23.235	23.235	23.235	11.617	0
interactive discover 4.1	baseline	false	55	1.776	1.777	1.777	0.89	0
interactive discover 4.1	cardinality once void simple	false	55	3.173	3.173	3.173	1.587	0
interactive discover 4.1	cardinality once void	false	55	1.76	1.76	1.761	0.88	0
interactive discover 4.1	cardinality once	false	55	1.659	1.659	1.66	0.83	0
interactive discover 4.1	cardinality unlimited void simple	false	55	1.378	1.378	1.378	0.689	0
interactive discover 4.1	cardinality unlimited void	false	55	1.261	1.261	1.262	0.63	0
interactive discover 4.1	cardinality unlimited	false	55	1.111	1.111	1.361	0.555	0
interactive discover 4.1	overhead simple	false	55	3.216	3.216	3.216	1.608	0
interactive discover 4.1	overhead	false	55	3.28	3.28	3.281	1.64	0
interactive discover 4.1	timeout 100 void simple	false	55	2.723	2.723	2.724	1.361	0
interactive discover 4.1	timeout 100 void	false	55	2.251	2.251	2.252	1.125	0
interactive discover 4.1	timeout 100	false	55	1.59	1.59	1.59	0.795	0
interactive discover 4.1	timeout 1000 void simple	true	55			1.265		0
interactive discover 4.1	timeout 1000 void	true	55			1.222		0
interactive discover 4.1	timeout 1000	false	55	0.515	0.902	1.257	1.225	0
interactive discover 4.1	timeout 10000 void simple	false	55	3.151	3.151	3.151	1.575	0
interactive discover 4.1	timeout 10000 void	false	55	14.076	14.076	14.077	7.038	0
interactive discover 4.1	timeout 10000	false	55	1.557	1.557	1.557	0.778	0
interactive discover 4.1	timeout 2000 void simple	false	55	1.463	1.463	2.18	0.732	0
interactive discover 4.1	timeout 2000 void	false	55	2.46	2.46	2.46	1.23	0
interactive discover 4.1	timeout 2000	false	55	1.586	1.586	1.586	0.793	0
interactive discover 4.1	timeout 20000 void simple	false	55	3.084	3.084	3.084	1.542	0
interactive discover 4.1	timeout 20000 void	false	55	11.507	11.507	11.507	5.753	0
interactive discover 4.1	timeout 20000	false	55	1.716	1.716	1.716	0.858	0
interactive discover 4.1	timeout 5000 void simple	false	55	3.153	3.153	3.153	1.577	0
interactive discover 4.1	timeout 5000 void	false	55	2.772	2.772	2.772	1.386	0
interactive discover 4.1	timeout 5000	false	55	6.32	6.32	6.321	3.16	0
interactive discover 4.2	baseline	false	48	1.229	1.229	1.23	0.615	0
interactive discover 4.2	cardinality once void simple	false	48	1.915	1.915	1.916	0.958	0
interactive discover 4.2	cardinality once void	false	48	1.034	1.034	1.034	0.517	0
interactive discover 4.2	cardinality once	false	48	1.033	1.033	1.033	0.516	0
interactive discover 4.2	cardinality unlimited void simple	false	48	1.067	1.067	1.067	0.533	0
interactive discover 4.2	cardinality unlimited void	false	48	1.101	1.101	1.101	0.55	0
interactive discover 4.2	cardinality unlimited	true	48			0.846		0
interactive discover 4.2	overhead simple	false	48	1.972	1.972	1.973	0.986	0
interactive discover 4.2	overhead	false	48	2.286	2.286	2.286	1.143	0
interactive discover 4.2	timeout 100 void simple	false	48	2.246	2.246	2.246	1.123	0
interactive discover 4.2	timeout 100 void	false	48	1.105	1.106	1.107	0.555	0
interactive discover 4.2	timeout 100	false	48	1.102	1.102	1.106	0.551	0
interactive discover 4.2	timeout 1000 void simple	true	48			1.12		0
interactive discover 4.2	timeout 1000 void	true	48			1.257		0
interactive discover 4.2	timeout 1000	true	48			1.06		0
interactive discover 4.2	timeout 10000 void simple	false	48	1.989	1.989	1.99	0.995	0
interactive discover 4.2	timeout 10000 void	false	48	14.497	14.497	14.501	7.248	0
interactive discover 4.2	timeout 10000	false	48	1.119	1.119	1.119	0.559	0
interactive discover 4.2	timeout 2000 void simple	true	48			2.199		0
interactive discover 4.2	timeout 2000 void	false	48	1.884	1.884	1.884	0.942	0
interactive discover 4.2	timeout 2000	false	48	0.976	0.976	0.976	0.488	0
interactive discover 4.2	timeout 20000 void simple	false	48	1.869	1.869	1.869	0.934	0
interactive discover 4.2	timeout 20000 void	false	48	9.183	9.183	9.184	4.591	0
interactive discover 4.2	timeout 20000	false	48	1.079	1.079	1.079	0.539	0
interactive discover 4.2	timeout 5000 void simple	false	48	2.11	2.11	2.11	1.055	0
interactive discover 4.2	timeout 5000 void	false	48	1.897	1.897	1.898	0.949	0
interactive discover 4.2	timeout 5000	false	48	7.137	7.137	7.14	3.568	0
interactive discover 4.3	baseline	false	36	2.906	2.906	2.906	1.453	0
interactive discover 4.3	cardinality once void simple	false	36	7.471	7.471	7.472	3.736	0
interactive discover 4.3	cardinality once void	false	36	3.235	3.235	3.236	1.617	0
interactive discover 4.3	cardinality once	false	36	3.397	3.397	3.397	1.698	0
interactive discover 4.3	cardinality unlimited void simple	false	36	2.605	2.605	2.606	1.302	0
interactive discover 4.3	cardinality unlimited void	false	36	2.152	2.152	2.158	1.076	0
interactive discover 4.3	cardinality unlimited	false	36	5.404	5.404	5.404	2.702	0
interactive discover 4.3	overhead simple	false	36	8.215	8.215	8.216	4.107	0
interactive discover 4.3	overhead	false	36	7.818	7.818	7.818	3.909	0
interactive discover 4.3	timeout 100 void simple	false	36	4.3	4.3	4.301	2.15	0
interactive discover 4.3	timeout 100 void	false	36	2.431	2.431	2.433	1.216	0
interactive discover 4.3	timeout 100	false	36	3.09	3.09	3.09	1.545	0
interactive discover 4.3	timeout 1000 void simple	true	36			1.152		0
interactive discover 4.3	timeout 1000 void	true	36			1.242		0
interactive discover 4.3	timeout 1000	true	36			1.1		0
interactive discover 4.3	timeout 10000 void simple	false	36	7.539	7.54	7.54	3.771	0
interactive discover 4.3	timeout 10000 void	false	36	17.79	17.79	17.794	8.895	0
interactive discover 4.3	timeout 10000	false	36	3.075	3.075	3.076	1.538	0
interactive discover 4.3	timeout 2000 void simple	false	36	1.532	2.283	2.283	1.892	0
interactive discover 4.3	timeout 2000 void	false	36	0.719	2.219	2.219	3.394	0
interactive discover 4.3	timeout 2000	false	36	2.117	2.117	2.117	1.058	0
interactive discover 4.3	timeout 20000 void simple	false	36	7.825	7.825	7.826	3.913	0
interactive discover 4.3	timeout 20000 void	false	36	16.429	16.429	16.429	8.214	0
interactive discover 4.3	timeout 20000	false	36	2.724	2.724	2.724	1.362	0
interactive discover 4.3	timeout 5000 void simple	false	36	5.201	5.201	5.201	2.6	0
interactive discover 4.3	timeout 5000 void	false	36	5.137	5.137	5.137	2.568	0
interactive discover 4.3	timeout 5000	false	36	8.521	8.521	8.521	4.261	0
interactive discover 4.4	baseline	false	66	92.879	92.879	92.88	46.44	0
interactive discover 4.4	cardinality once void simple	false	66	71.185	71.185	71.185	35.593	0
interactive discover 4.4	cardinality once void	false	66	10.973	10.973	10.974	5.487	0
interactive discover 4.4	cardinality once	false	66	9.287	9.287	9.288	4.644	0
interactive discover 4.4	cardinality unlimited void simple	false	66	8.014	8.014	8.014	4.007	0
interactive discover 4.4	cardinality unlimited void	false	66	4.96	4.96	4.961	2.48	0
interactive discover 4.4	cardinality unlimited	false	66	2.828	2.828	2.828	1.414	0
interactive discover 4.4	overhead simple	false	66	96.698	96.698	96.699	48.349	0
interactive discover 4.4	overhead	false	66	102.166	102.166	102.167	51.083	0
interactive discover 4.4	timeout 100 void simple	false	66	7.231	7.231	7.232	3.615	0
interactive discover 4.4	timeout 100 void	false	66	7.601	7.601	7.602	3.8	0
interactive discover 4.4	timeout 100	false	66	7.71	7.71	7.711	3.855	0
interactive discover 4.4	timeout 1000 void simple	false	66	7.094	7.094	7.094	3.547	0
interactive discover 4.4	timeout 1000 void	false	66	7.109	7.109	7.109	3.554	0
interactive discover 4.4	timeout 1000	false	66	7.156	7.156	7.157	3.578	0
interactive discover 4.4	timeout 10000 void simple	false	66	17.008	17.008	17.008	8.504	0
interactive discover 4.4	timeout 10000 void	false	66	44.079	44.08	44.08	22.044	0
interactive discover 4.4	timeout 10000	false	66	17.078	17.079	17.079	8.546	0
interactive discover 4.4	timeout 2000 void simple	false	66	9.18	9.18	9.181	4.59	0
interactive discover 4.4	timeout 2000 void	false	66	9.358	9.358	9.358	4.679	0
interactive discover 4.4	timeout 2000	false	66	9.818	9.818	9.818	4.909	0
interactive discover 4.4	timeout 20000 void simple	false	66	26.781	26.781	26.781	13.39	0
interactive discover 4.4	timeout 20000 void	false	66	38.16	38.16	38.16	19.08	0
interactive discover 4.4	timeout 20000	false	66	26.243	26.243	26.244	13.121	0
interactive discover 4.4	timeout 5000 void simple	false	66	13.147	13.148	13.148	6.577	0
interactive discover 4.4	timeout 5000 void	false	66	13.118	13.118	13.119	6.559	0
interactive discover 4.4	timeout 5000	false	66	24.152	24.152	24.152	12.076	0
interactive discover 5.0	baseline	false	52	0.273	2.172	2.193	16.423	0
interactive discover 5.0	cardinality once void simple	false	52	0.477	2.344	2.344	10.115	0
interactive discover 5.0	cardinality once void	false	52	0.298	2.146	2.146	8.721	0
interactive discover 5.0	cardinality once	false	52	0.31	2.101	2.102	7.321	0
interactive discover 5.0	cardinality unlimited void simple	false	52	0.53	2.184	2.184	7.521	0
interactive discover 5.0	cardinality unlimited void	false	52	0.329	2.142	2.142	7.866	0
interactive discover 5.0	cardinality unlimited	false	52	0.34	3.108	3.151	30.321	0
interactive discover 5.0	overhead simple	false	52	0.333	2.385	2.401	18.453	0
interactive discover 5.0	overhead	false	52	0.343	2.528	2.552	19.851	0
interactive discover 5.0	timeout 100 void simple	false	52	0.38	2.191	2.192	5.513	0
interactive discover 5.0	timeout 100 void	false	52	0.434	2.436	2.436	8.418	0
interactive discover 5.0	timeout 100	false	52	0.347	2.005	2.005	8.112	0
interactive discover 5.0	timeout 1000 void simple	false	52	0.388	2.451	2.507	10.657	0
interactive discover 5.0	timeout 1000 void	false	52	0.364	2.355	2.398	9.133	0
interactive discover 5.0	timeout 1000	false	52	0.341	2.335	2.374	9.562	0
interactive discover 5.0	timeout 10000 void simple	false	52	0.426	2.268	2.281	13.125	0
interactive discover 5.0	timeout 10000 void	false	52	4.032	13.947	13.979	127.742	0
interactive discover 5.0	timeout 10000	false	52	0.39	1.948	1.956	11.476	0
interactive discover 5.0	timeout 2000 void simple	false	52	0.364	3.257	3.355	30.246	0
interactive discover 5.0	timeout 2000 void	false	52	0.375	2.83	2.844	20.454	0
interactive discover 5.0	timeout 2000	false	52	0.375	2.745	2.854	24.625	0
interactive discover 5.0	timeout 20000 void simple	false	52	0.289	2.182	2.188	15.893	0
interactive discover 5.0	timeout 20000 void	false	52	1.18	3.704	6.242	19.957	0
interactive discover 5.0	timeout 20000	false	52	0.395	2.175	2.175	14.595	0
interactive discover 5.0	timeout 5000 void simple	false	52	0.401	2.401	2.402	14.538	0
interactive discover 5.0	timeout 5000 void	false	52	0.345	2.234	2.235	16.807	0
interactive discover 5.0	timeout 5000	false	52	1.28	6.17	6.39	55.423	0
interactive discover 5.1	baseline	false	51	0.197	0.715	0.755	0.923	0
interactive discover 5.1	cardinality once void simple	false	51	0.208	0.691	0.722	0.86	0
interactive discover 5.1	cardinality once void	false	51	0.354	0.725	0.748	0.791	0
interactive discover 5.1	cardinality once	false	51	0.195	0.679	0.726	0.832	0
interactive discover 5.1	cardinality unlimited void simple	false	51	0.175	0.593	0.628	0.741	0
interactive discover 5.1	cardinality unlimited void	false	51	0.263	0.626	0.648	0.713	0
interactive discover 5.1	cardinality unlimited	false	51	0.229	0.599	0.646	0.774	0
interactive discover 5.1	overhead simple	false	51	0.227	0.726	0.758	0.917	0
interactive discover 5.1	overhead	false	51	0.251	0.854	0.916	1.082	0
interactive discover 5.1	timeout 100 void simple	false	51	0.166	0.61	0.642	0.776	0
interactive discover 5.1	timeout 100 void	false	51	0.346	0.695	0.749	0.715	0
interactive discover 5.1	timeout 100	false	51	0.242	0.67	0.723	0.822	0
interactive discover 5.1	timeout 1000 void simple	false	51	0.187	0.641	0.671	0.807	0
interactive discover 5.1	timeout 1000 void	false	51	0.135	0.629	0.666	0.843	0
interactive discover 5.1	timeout 1000	false	51	0.192	0.639	0.694	0.792	0
interactive discover 5.1	timeout 10000 void simple	false	51	0.235	0.667	0.7	0.887	0
interactive discover 5.1	timeout 10000 void	false	51	3.796	6.952	8.463	6.757	0
interactive discover 5.1	timeout 10000	false	51	0.18	0.725	0.766	0.981	0
interactive discover 5.1	timeout 2000 void simple	false	51	0.2	0.635	0.689	0.772	0
interactive discover 5.1	timeout 2000 void	false	51	0.187	0.569	0.611	0.696	0
interactive discover 5.1	timeout 2000	false	51	0.171	0.688	0.751	0.887	0
interactive discover 5.1	timeout 20000 void simple	false	51	0.221	0.628	0.683	0.756	0
interactive discover 5.1	timeout 20000 void	false	51	2.404	3.851	3.914	3.526	0
interactive discover 5.1	timeout 20000	false	51	0.138	0.618	0.666	0.846	0
interactive discover 5.1	timeout 5000 void simple	false	51	0.16	0.709	0.748	0.941	0
interactive discover 5.1	timeout 5000 void	false	51	0.217	0.616	0.665	0.737	0
interactive discover 5.1	timeout 5000	false	51	2.015	4.974	5.064	5.473	0
interactive discover 5.2	baseline	false	44	0.179	0.581	0.582	0.704	0
interactive discover 5.2	cardinality once void simple	false	44	0.173	0.788	0.793	1.016	0
interactive discover 5.2	cardinality once void	false	44	0.115	0.563	0.566	0.744	0
interactive discover 5.2	cardinality once	false	44	0.157	0.596	0.602	0.74	0
interactive discover 5.2	cardinality unlimited void simple	false	44	0.212	0.571	0.574	0.647	0
interactive discover 5.2	cardinality unlimited void	false	44	0.127	0.546	0.547	0.7	0
interactive discover 5.2	cardinality unlimited	false	44	0.097	0.097	0.542	0.049	0
interactive discover 5.2	overhead simple	false	44	0.149	0.702	0.703	0.915	0
interactive discover 5.2	overhead	false	44	0.153	0.749	0.752	0.982	0
interactive discover 5.2	timeout 100 void simple	false	44	0.117	0.589	0.598	0.772	0
interactive discover 5.2	timeout 100 void	false	44	0.225	0.678	0.687	0.804	0
interactive discover 5.2	timeout 100	false	44	0.107	0.53	0.535	0.7	0
interactive discover 5.2	timeout 1000 void simple	false	44	0.099	0.627	0.63	0.847	0
interactive discover 5.2	timeout 1000 void	false	44	0.095	0.571	0.58	0.767	0
interactive discover 5.2	timeout 1000	false	44	0.15	0.591	0.598	0.748	0
interactive discover 5.2	timeout 10000 void simple	false	44	0.215	0.608	0.624	0.699	0
interactive discover 5.2	timeout 10000 void	false	44	4.932	6.492	9.619	6.356	0
interactive discover 5.2	timeout 10000	false	44	0.118	0.582	0.583	0.77	0
interactive discover 5.2	timeout 2000 void simple	false	44	0.167	0.662	0.671	0.834	0
interactive discover 5.2	timeout 2000 void	false	44	0.207	0.51	0.519	0.567	0
interactive discover 5.2	timeout 2000	false	44	0.146	0.628	0.644	0.808	0
interactive discover 5.2	timeout 20000 void simple	false	44	0.166	0.522	0.527	0.631	0
interactive discover 5.2	timeout 20000 void	false	44	0.915	2.17	3.094	2.357	0
interactive discover 5.2	timeout 20000	false	44	0.141	0.502	0.51	0.617	0
interactive discover 5.2	timeout 5000 void simple	false	44	0.125	0.572	0.58	0.736	0
interactive discover 5.2	timeout 5000 void	false	44	0.168	0.525	0.528	0.63	0
interactive discover 5.2	timeout 5000	false	44	1.614	3.995	3.999	4.417	0
interactive discover 5.3	baseline	false	31	0.181	0.336	0.956	0.473	0
interactive discover 5.3	cardinality once void simple	false	31	0.214	0.374	0.799	0.536	0
interactive discover 5.3	cardinality once void	false	31	0.164	0.359	0.805	0.419	0
interactive discover 5.3	cardinality once	false	31	0.151	0.303	0.904	0.336	0
interactive discover 5.3	cardinality unlimited void simple	false	31	0.185	0.345	0.858	0.477	0
interactive discover 5.3	cardinality unlimited void	false	31	0.228	0.306	0.758	0.277	0
interactive discover 5.3	cardinality unlimited	false	31	0.286	0.401	0.873	0.35	0
interactive discover 5.3	overhead simple	false	31	0.158	0.202	0.767	0.15	0
interactive discover 5.3	overhead	false	31	0.166	0.297	0.785	0.362	0
interactive discover 5.3	timeout 100 void simple	false	31	0.196	0.346	0.756	0.329	0
interactive discover 5.3	timeout 100 void	false	31	0.149	0.317	0.933	0.454	0
interactive discover 5.3	timeout 100	false	31	0.186	0.319	0.791	0.326	0
interactive discover 5.3	timeout 1000 void simple	false	31	0.112	0.303	0.832	0.424	0
interactive discover 5.3	timeout 1000 void	false	31	0.115	0.25	0.877	0.291	0
interactive discover 5.3	timeout 1000	false	31	0.203	0.234	0.773	0.148	0
interactive discover 5.3	timeout 10000 void simple	false	31	0.174	0.278	0.918	0.251	0
interactive discover 5.3	timeout 10000 void	false	31	4.246	4.323	13.159	2.242	0
interactive discover 5.3	timeout 10000	false	31	0.189	0.281	0.759	0.259	0
interactive discover 5.3	timeout 2000 void simple	false	31	0.159	0.22	0.823	0.175	0
interactive discover 5.3	timeout 2000 void	false	31	0.124	0.259	0.783	0.275	0
interactive discover 5.3	timeout 2000	false	31	0.296	0.355	0.795	0.27	0
interactive discover 5.3	timeout 20000 void simple	false	31	0.169	0.255	0.798	0.23	0
interactive discover 5.3	timeout 20000 void	false	31	2.013	2.427	5.504	2.006	0
interactive discover 5.3	timeout 20000	false	31	0.198	0.261	0.866	0.226	0
interactive discover 5.3	timeout 5000 void simple	false	31	0.145	0.396	0.9	0.567	0
interactive discover 5.3	timeout 5000 void	false	31	0.191	0.344	0.752	0.332	0
interactive discover 5.3	timeout 5000	false	31	1.651	1.668	5.22	0.852	0
interactive discover 5.4	baseline	false	46	0.192	1.494	1.571	15.023	0
interactive discover 5.4	cardinality once void simple	false	46	0.166	1.96	1.96	14.749	0
interactive discover 5.4	cardinality once void	false	46	0.22	1.806	1.811	9.916	0
interactive discover 5.4	cardinality once	false	46	0.342	1.936	1.937	6.046	0
interactive discover 5.4	cardinality unlimited void simple	false	46	0.294	1.891	1.891	7.299	0
interactive discover 5.4	cardinality unlimited void	false	46	0.188	1.666	1.666	9.277	0
interactive discover 5.4	cardinality unlimited	false	46	0.282	2.634	2.815	34.067	0
interactive discover 5.4	overhead simple	false	46	0.289	1.815	1.849	15.743	0
interactive discover 5.4	overhead	false	46	0.237	1.717	1.767	16.09	0
interactive discover 5.4	timeout 100 void simple	false	46	0.222	1.932	1.932	7.421	0
interactive discover 5.4	timeout 100 void	false	46	0.24	2.036	2.036	9.949	0
interactive discover 5.4	timeout 100	false	46	0.3	1.785	1.785	7.498	0
interactive discover 5.4	timeout 1000 void simple	false	46	0.276	2.017	2.21	15.859	0
interactive discover 5.4	timeout 1000 void	false	46	0.257	2.066	2.13	15.666	0
interactive discover 5.4	timeout 1000	false	46	0.175	1.945	2.159	15.952	0
interactive discover 5.4	timeout 10000 void simple	false	46	0.228	1.946	1.985	19.927	0
interactive discover 5.4	timeout 10000 void	false	46	2.555	13.144	13.168	170.32	0
interactive discover 5.4	timeout 10000	false	46	0.179	2.044	2.099	19.06	0
interactive discover 5.4	timeout 2000 void simple	false	46	0.226	2.717	2.786	32.502	0
interactive discover 5.4	timeout 2000 void	false	46	0.254	2.273	2.314	24.648	0
interactive discover 5.4	timeout 2000	false	46	0.149	1.704	1.746	17.41	0
interactive discover 5.4	timeout 20000 void simple	false	46	0.182	1.903	1.918	17.916	0
interactive discover 5.4	timeout 20000 void	false	46	1.299	7.392	7.447	58.436	0
interactive discover 5.4	timeout 20000	false	46	0.26	1.708	1.709	13.459	0
interactive discover 5.4	timeout 5000 void simple	false	46	0.242	2.167	2.194	24.462	0
interactive discover 5.4	timeout 5000 void	false	46	0.26	1.767	1.811	15.8	0
interactive discover 5.4	timeout 5000	false	46	1.416	6.083	6.348	45.992	0
interactive discover 6.0	baseline	true	0			0		0
interactive discover 6.0	cardinality once void simple	true	0			0		0
interactive discover 6.0	cardinality once void	true	0			0		0
interactive discover 6.0	cardinality once	true	0			0		0
interactive discover 6.0	cardinality unlimited void simple	true	0			0		0
interactive discover 6.0	cardinality unlimited void	true	0			0		0
interactive discover 6.0	cardinality unlimited	true	0			0		0
interactive discover 6.0	overhead simple	true	0			0		0
interactive discover 6.0	overhead	true	0			0		0
interactive discover 6.0	timeout 100 void simple	true	0			0		0
interactive discover 6.0	timeout 100 void	true	0			0		0
interactive discover 6.0	timeout 100	true	0			0		0
interactive discover 6.0	timeout 1000 void simple	true	0			0		0
interactive discover 6.0	timeout 1000 void	true	0			0		0
interactive discover 6.0	timeout 1000	true	0			0		0
interactive discover 6.0	timeout 10000 void simple	true	0			0		0
interactive discover 6.0	timeout 10000 void	true	0			0		0
interactive discover 6.0	timeout 10000	true	0			0		0
interactive discover 6.0	timeout 2000 void simple	true	0			0		0
interactive discover 6.0	timeout 2000 void	true	0			0		0
interactive discover 6.0	timeout 2000	true	0			0		0
interactive discover 6.0	timeout 20000 void simple	true	0			0		0
interactive discover 6.0	timeout 20000 void	true	0			0		0
interactive discover 6.0	timeout 20000	true	0			0		0
interactive discover 6.0	timeout 5000 void simple	true	0			0		0
interactive discover 6.0	timeout 5000 void	true	0			0		0
interactive discover 6.0	timeout 5000	true	0			0		0
interactive discover 6.1	baseline	false	51	1.439	1.439	1.974	0.72	0
interactive discover 6.1	cardinality once void simple	false	51	0.848	0.848	0.848	0.424	0
interactive discover 6.1	cardinality once void	false	51	0.751	0.751	0.82	0.376	0
interactive discover 6.1	cardinality once	false	51	1.173	1.173	1.28	0.587	0
interactive discover 6.1	cardinality unlimited void simple	false	51	1.232	1.232	1.232	0.616	0
interactive discover 6.1	cardinality unlimited void	false	51	0.999	0.999	0.999	0.499	0
interactive discover 6.1	cardinality unlimited	true	51			1.098		0
interactive discover 6.1	overhead simple	false	51	1.251	1.251	2.18	0.625	0
interactive discover 6.1	overhead	false	51	1.491	1.491	2.17	0.746	0
interactive discover 6.1	timeout 100 void simple	false	51	1.844	1.844	2.2	0.922	0
interactive discover 6.1	timeout 100 void	false	51	0.666	0.666	1.235	0.333	0
interactive discover 6.1	timeout 100	false	51	1.37	1.37	2.116	0.685	0
interactive discover 6.1	timeout 1000 void simple	false	51	0.193	0.193	1.453	0.097	0
interactive discover 6.1	timeout 1000 void	true	51			2.099		0
interactive discover 6.1	timeout 1000	true	51			1.431		0
interactive discover 6.1	timeout 10000 void simple	false	51	1.086	1.086	2.098	0.543	0
